"Id","ProductName","Cliente","Pais_Venta","Quantity","UnitPrice","Pais_de_Origen","Proveedor"
1070,"Jack's New England Clam Chowder'","Maurizio Moroni","Italy",20,9.65,"USA","New England Seafood Cannery"
1071,"Tofu","Howard Snyder","USA",3,23.25,"Japan","Mayumi's'"
1072,"Gula Malacca","Howard Snyder","USA",28,19.45,"Singapore","Leka Trading"
1073,"Zaanse koeken","Howard Snyder","USA",6,9.5,"Netherlands","Zaanse Snoepfabriek"
1074,"Genen Shouyu","Jose Pavarotti","USA",50,15.5,"Japan","Mayumi's'"
1075,"Jack's New England Clam Chowder'","Jose Pavarotti","USA",24,9.65,"USA","New England Seafood Cannery"
1076,"Spegesild","Jose Pavarotti","USA",45,12.0,"Denmark","Lyngbysild"
1077,"Zaanse koeken","Jose Pavarotti","USA",10,9.5,"Netherlands","Zaanse Snoepfabriek"
1078,"Gnocchi di nonna Alice","Jose Pavarotti","USA",45,38.0,"Italy","Pasta Buttini s.r.l."
1079,"Camembert Pierrot","Jose Pavarotti","USA",30,34.0,"France","Gai pâturage"
1080,"Sir Rodney's Scones'","Horst Kloss","Germany",60,10.0,"UK","Specialty Biscuits, Ltd."
1081,"Boston Crab Meat","Horst Kloss","Germany",70,18.4,"USA","New England Seafood Cannery"
1082,"Camembert Pierrot","Horst Kloss","Germany",55,34.0,"France","Gai pâturage"
1083,"Original Frankfurter grüne Soße","Horst Kloss","Germany",70,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1084,"Gorgonzola Telino","Lúcia Carvalho","Brazil",20,12.5,"Italy","Formaggi Fortini s.r.l."
1085,"Boston Crab Meat","Lúcia Carvalho","Brazil",24,18.4,"USA","New England Seafood Cannery"
1086,"Outback Lager","Lúcia Carvalho","Brazil",40,15.0,"Australia","Pavlova, Ltd."
1087,"Sir Rodney's Marmalade'","Yoshi Latimer","USA",21,81.0,"UK","Specialty Biscuits, Ltd."
1088,"Chartreuse verte","Patricia McKenna","Ireland",3,18.0,"France","Aux joyeux ecclésiastiques"
1089,"Escargots de Bourgogne","Patricia McKenna","Ireland",49,13.25,"France","Escargots Nouveaux"
1090,"Scottish Longbreads","Fran Wilson","USA",10,12.5,"UK","Specialty Biscuits, Ltd."
1091,"Boston Crab Meat","Laurence Lebihan","France",30,18.4,"USA","New England Seafood Cannery"
1092,"Singaporean Hokkien Fried Mee","Laurence Lebihan","France",30,14.0,"Singapore","Leka Trading"
1093,"Manjimup Dried Apples","Laurence Lebihan","France",20,53.0,"Sydney","G'day"
1094,"Ikura","Lino Rodriguez","Portugal",24,31.0,"Japan","Tokyo Traders"
1095,"Gnocchi di nonna Alice","Lino Rodriguez","Portugal",12,38.0,"Italy","Pasta Buttini s.r.l."
1096,"Louisiana Fiery Hot Pepper Sauce","Lino Rodriguez","Portugal",15,21.05,"USA","New Orleans Cajun Delights"
1097,"Manjimup Dried Apples","Fran Wilson","USA",20,53.0,"Sydney","G'day"
1098,"Raclette Courdavault","Fran Wilson","USA",1,55.0,"France","Gai pâturage"
1099,"Lakkalikööri","Fran Wilson","USA",10,18.0,"Finland","Karkki Oy"
1100,"Thüringer Rostbratwurst","Michael Holz","Switzerland",36,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1101,"Louisiana Fiery Hot Pepper Sauce","Michael Holz","Switzerland",10,21.05,"USA","New Orleans Cajun Delights"
1102,"Gudbrandsdalsost","Roland Mendel","Austria",45,36.0,"Norway","Norske Meierier"
1103,"Flotemysost","Roland Mendel","Austria",14,21.5,"Norway","Norske Meierier"
1104,"Gorgonzola Telino","Rita Müller","Germany",8,12.5,"Italy","Formaggi Fortini s.r.l."
1105,"Pâté chinois","Rita Müller","Germany",4,24.0,"Canada","Ma Maison"
1106,"Wimmers gute Semmelknödel","Rita Müller","Germany",15,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1107,"Inlagd Sill","Jytte Petersen","Denmark",30,19.0,"Sweden","Svensk Sjöföda AB"
1108,"Tunnbröd","Peter Franken","Germany",32,9.0,"Sweden","PB Knäckebröd AB"
1109,"Spegesild","Peter Franken","Germany",60,12.0,"Denmark","Lyngbysild"
1110,"Laughing Lumberjack Lager","Peter Franken","Germany",25,14.0,"USA","Bigfoot Breweries"
1111,"Röd Kaviar","Peter Franken","Germany",50,15.0,"Sweden","Svensk Sjöföda AB"
1112,"Rhönbräu Klosterbier","Peter Franken","Germany",25,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1113,"Pavlova","Carine Schmitt","France",10,17.45,"Australia","Pavlova, Ltd."
1114,"Tarte au sucre","Carine Schmitt","France",10,49.3,"Canada","Forêts d'érables'"
1115,"Louisiana Fiery Hot Pepper Sauce","Carine Schmitt","France",12,21.05,"USA","New Orleans Cajun Delights"
1116,"Côte de Blaye","Christina Berglund","Sweden",15,263.5,"France","Aux joyeux ecclésiastiques"
1117,"Flotemysost","Christina Berglund","Sweden",12,21.5,"Norway","Norske Meierier"
1118,"Pavlova","Matti Karttunen","Finland",3,17.45,"Australia","Pavlova, Ltd."
1119,"Singaporean Hokkien Fried Mee","Matti Karttunen","Finland",6,14.0,"Singapore","Leka Trading"
1120,"Ipoh Coffee","Matti Karttunen","Finland",6,46.0,"Singapore","Leka Trading"
1121,"Tunnbröd","Helen Bennett","UK",5,9.0,"Sweden","PB Knäckebröd AB"
1122,"Tofu","Peter Franken","Germany",30,23.25,"Japan","Mayumi's'"
1123,"Perth Pasties","Peter Franken","Germany",10,32.8,"Sydney","G'day"
1124,"Escargots de Bourgogne","Peter Franken","Germany",30,13.25,"France","Escargots Nouveaux"
1125,"Ikura","Miguel Angel Paolino","Mexico",2,31.0,"Japan","Tokyo Traders"
1126,"Teatime Chocolate Biscuits","Miguel Angel Paolino","Mexico",7,9.2,"UK","Specialty Biscuits, Ltd."
1127,"Gula Malacca","Miguel Angel Paolino","Mexico",21,19.45,"Singapore","Leka Trading"
1128,"Gumbär Gummibärchen","Antonio Moreno","Mexico",30,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1129,"Geitost","Antonio Moreno","Mexico",8,2.5,"Norway","Norske Meierier"
1130,"Queso Manchego La Pastora","Jose Pavarotti","USA",100,38.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1131,"Geitost","Jose Pavarotti","USA",30,2.5,"Norway","Norske Meierier"
1132,"Jack's New England Clam Chowder'","Jose Pavarotti","USA",120,9.65,"USA","New England Seafood Cannery"
1133,"Tourtière","Jose Pavarotti","USA",30,7.45,"Canada","Ma Maison"
1134,"Raclette Courdavault","Frédérique Citeaux","France",12,55.0,"France","Gai pâturage"
1135,"Pavlova","Rene Phillips","USA",50,17.45,"Australia","Pavlova, Ltd."
1136,"Gorgonzola Telino","Rene Phillips","USA",20,12.5,"Italy","Formaggi Fortini s.r.l."
1137,"Singaporean Hokkien Fried Mee","Rene Phillips","USA",40,14.0,"Singapore","Leka Trading"
1138,"Teatime Chocolate Biscuits","Howard Snyder","USA",30,9.2,"UK","Specialty Biscuits, Ltd."
1139,"Sir Rodney's Scones'","Howard Snyder","USA",12,10.0,"UK","Specialty Biscuits, Ltd."
1140,"Wimmers gute Semmelknödel","Howard Snyder","USA",28,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1141,"Geitost","Antonio Moreno","Mexico",30,2.5,"Norway","Norske Meierier"
1142,"Louisiana Hot Spiced Okra","Antonio Moreno","Mexico",4,17.0,"USA","New Orleans Cajun Delights"
1143,"Rhönbräu Klosterbier","Antonio Moreno","Mexico",30,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1144,"Filo Mix","Janine Labrune","France",9,7.0,"Sydney","G'day"
1145,"Boston Crab Meat","Henriette Pfalzheim","Germany",20,18.4,"USA","New England Seafood Cannery"
1146,"Zaanse koeken","Henriette Pfalzheim","Germany",40,9.5,"Netherlands","Zaanse Snoepfabriek"
1147,"Camembert Pierrot","Henriette Pfalzheim","Germany",30,34.0,"France","Gai pâturage"
1148,"Ikura","André Fonseca","Brazil",20,31.0,"Japan","Tokyo Traders"
1149,"Jack's New England Clam Chowder'","André Fonseca","Brazil",4,9.65,"USA","New England Seafood Cannery"
1150,"Zaanse koeken","André Fonseca","Brazil",15,9.5,"Netherlands","Zaanse Snoepfabriek"
1151,"Alice Mutton","Georg Pipps","Austria",30,39.0,"Australia","Pavlova, Ltd."
1152,"Gumbär Gummibärchen","Georg Pipps","Austria",15,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1153,"Mishi Kobe Niku","Patricia McKenna","Ireland",50,97.0,"Japan","Tokyo Traders"
1154,"Thüringer Rostbratwurst","Patricia McKenna","Ireland",10,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1155,"Inlagd Sill","Patricia McKenna","Ireland",6,19.0,"Sweden","Svensk Sjöföda AB"
1156,"Ikura","Palle Ibsen","Denmark",18,31.0,"Japan","Tokyo Traders"
1157,"Rössle Sauerkraut","Palle Ibsen","Denmark",60,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1158,"Sasquatch Ale","Palle Ibsen","Denmark",14,14.0,"USA","Bigfoot Breweries"
1159,"Chai","Christina Berglund","Sweden",35,18.0,"UK","Exotic Liquids"
1160,"Gnocchi di nonna Alice","Mario Pontes","Brazil",20,38.0,"Italy","Pasta Buttini s.r.l."
1161,"Original Frankfurter grüne Soße","Mario Pontes","Brazil",30,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1162,"Chai","Horst Kloss","Germany",30,18.0,"UK","Exotic Liquids"
1163,"Thüringer Rostbratwurst","Horst Kloss","Germany",40,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1164,"Ipoh Coffee","Horst Kloss","Germany",40,46.0,"Singapore","Leka Trading"
1165,"Gula Malacca","Horst Kloss","Germany",24,19.45,"Singapore","Leka Trading"
1166,"Tarte au sucre","Horst Kloss","Germany",48,49.3,"Canada","Forêts d'érables'"
1167,"Vegie-spread","Maria Anders","Germany",20,43.9,"Australia","Pavlova, Ltd."
1168,"Mishi Kobe Niku","Karl Jablonski","USA",6,97.0,"Japan","Tokyo Traders"
1169,"Tourtière","Karl Jablonski","USA",60,7.45,"Canada","Ma Maison"
1170,"Gudbrandsdalsost","Karl Jablonski","USA",30,36.0,"Norway","Norske Meierier"
1171,"Röd Kaviar","Karl Jablonski","USA",15,15.0,"Sweden","Svensk Sjöföda AB"
1172,"Uncle Bob's Organic Dried Pears'","Horst Kloss","Germany",90,30.0,"USA","Grandma Kelly's Homestead'"
1173,"Raclette Courdavault","Horst Kloss","Germany",25,55.0,"France","Gai pâturage"
1174,"Outback Lager","Horst Kloss","Germany",50,15.0,"Australia","Pavlova, Ltd."
1175,"Northwoods Cranberry Sauce","Matti Karttunen","Finland",10,40.0,"USA","Grandma Kelly's Homestead'"
1176,"Queso Manchego La Pastora","Matti Karttunen","Finland",4,38.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1177,"Guaraná Fantástica","Matti Karttunen","Finland",20,4.5,"Brazil","Refrescos Americanas LTDA"
1178,"Alice Mutton","Karl Jablonski","USA",20,39.0,"Australia","Pavlova, Ltd."
1179,"Spegesild","Karl Jablonski","USA",18,12.0,"Denmark","Lyngbysild"
1180,"Teatime Chocolate Biscuits","Felipe Izquierdo","Venezuela",7,9.2,"UK","Specialty Biscuits, Ltd."
1181,"Steeleye Stout","Felipe Izquierdo","Venezuela",9,18.0,"USA","Bigfoot Breweries"
1182,"Escargots de Bourgogne","Felipe Izquierdo","Venezuela",30,13.25,"France","Escargots Nouveaux"
1183,"Outback Lager","Felipe Izquierdo","Venezuela",30,15.0,"Australia","Pavlova, Ltd."
1184,"Queso Cabrales","Roland Mendel","Austria",15,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1185,"Alice Mutton","Roland Mendel","Austria",8,39.0,"Australia","Pavlova, Ltd."
1186,"Thüringer Rostbratwurst","Roland Mendel","Austria",12,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1187,"Louisiana Fiery Hot Pepper Sauce","Roland Mendel","Austria",65,21.05,"USA","New Orleans Cajun Delights"
1188,"Outback Lager","Roland Mendel","Austria",8,15.0,"Australia","Pavlova, Ltd."
1189,"Zaanse koeken","Alexander Feuer","Germany",12,9.5,"Netherlands","Zaanse Snoepfabriek"
1190,"Chai","Jose Pavarotti","USA",5,18.0,"UK","Exotic Liquids"
1191,"Sasquatch Ale","Jose Pavarotti","USA",12,14.0,"USA","Bigfoot Breweries"
1192,"Scottish Longbreads","Jose Pavarotti","USA",40,12.5,"UK","Specialty Biscuits, Ltd."
1193,"Flotemysost","Jose Pavarotti","USA",60,21.5,"Norway","Norske Meierier"
1194,"Raclette Courdavault","Patricia McKenna","Ireland",42,55.0,"France","Gai pâturage"
1195,"Flotemysost","Patricia McKenna","Ireland",20,21.5,"Norway","Norske Meierier"
1196,"Lakkalikööri","Patricia McKenna","Ireland",35,18.0,"Finland","Karkki Oy"
1197,"Aniseed Syrup","Maria Anders","Germany",6,10.0,"UK","Exotic Liquids"
1198,"Lakkalikööri","Maria Anders","Germany",15,18.0,"Finland","Karkki Oy"
1199,"Chang","Maria Larsson","Sweden",5,19.0,"UK","Exotic Liquids"
1200,"Raclette Courdavault","Maria Larsson","Sweden",35,55.0,"France","Gai pâturage"
1201,"Röd Kaviar","Maria Larsson","Sweden",35,15.0,"Sweden","Svensk Sjöföda AB"
1202,"Chef Anton's Cajun Seasoning'","Lúcia Carvalho","Brazil",6,22.0,"USA","New Orleans Cajun Delights"
1203,"Guaraná Fantástica","Lúcia Carvalho","Brazil",35,4.5,"Brazil","Refrescos Americanas LTDA"
1204,"Chocolade","Lúcia Carvalho","Brazil",24,12.75,"Netherlands","Zaanse Snoepfabriek"
1205,"Gorgonzola Telino","Carlos Hernández","Venezuela",20,12.5,"Italy","Formaggi Fortini s.r.l."
1206,"Mascarpone Fabioli","Carlos Hernández","Venezuela",4,32.0,"Italy","Formaggi Fortini s.r.l."
1207,"Pavlova","Rene Phillips","USA",20,17.45,"Australia","Pavlova, Ltd."
1208,"Ipoh Coffee","Rene Phillips","USA",24,46.0,"Singapore","Leka Trading"
1209,"Raclette Courdavault","Rene Phillips","USA",8,55.0,"France","Gai pâturage"
1210,"Pâté chinois","Thomas Hardy","UK",21,24.0,"Canada","Ma Maison"
1211,"Ravioli Angelo","Thomas Hardy","UK",40,19.5,"Italy","Pasta Buttini s.r.l."
1212,"Outback Lager","Thomas Hardy","UK",28,15.0,"Australia","Pavlova, Ltd."
1213,"Chef Anton's Gumbo Mix'","Liz Nixon","USA",4,21.35,"USA","New Orleans Cajun Delights"
1214,"Inlagd Sill","Liz Nixon","USA",5,19.0,"Sweden","Svensk Sjöföda AB"
1215,"Northwoods Cranberry Sauce","André Fonseca","Brazil",40,40.0,"USA","Grandma Kelly's Homestead'"
1216,"Manjimup Dried Apples","André Fonseca","Brazil",28,53.0,"Sydney","G'day"
1217,"Camembert Pierrot","André Fonseca","Brazil",10,34.0,"France","Gai pâturage"
1218,"Teatime Chocolate Biscuits","Paolo Accorti","Italy",5,9.2,"UK","Specialty Biscuits, Ltd."
1219,"Zaanse koeken","Paolo Accorti","Italy",5,9.5,"Netherlands","Zaanse Snoepfabriek"
1220,"Teatime Chocolate Biscuits","Jose Pavarotti","USA",12,9.2,"UK","Specialty Biscuits, Ltd."
1221,"Jack's New England Clam Chowder'","Jose Pavarotti","USA",42,9.65,"USA","New England Seafood Cannery"
1222,"Perth Pasties","Jose Pavarotti","USA",120,32.8,"Sydney","G'day"
1223,"Perth Pasties","Patricia McKenna","Ireland",3,32.8,"Sydney","G'day"
1224,"Gnocchi di nonna Alice","Patricia McKenna","Ireland",30,38.0,"Italy","Pasta Buttini s.r.l."
1225,"Ikura","Jose Pavarotti","USA",18,31.0,"Japan","Tokyo Traders"
1226,"Gumbär Gummibärchen","Jose Pavarotti","USA",30,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1227,"Rogede sild","Jose Pavarotti","USA",110,9.5,"Denmark","Lyngbysild"
1228,"Spegesild","Jose Pavarotti","USA",24,12.0,"Denmark","Lyngbysild"
1229,"Chang","Jose Pavarotti","USA",30,19.0,"UK","Exotic Liquids"
1230,"Alice Mutton","Jose Pavarotti","USA",27,39.0,"Australia","Pavlova, Ltd."
1231,"Zaanse koeken","Jose Pavarotti","USA",50,9.5,"Netherlands","Zaanse Snoepfabriek"
1232,"Gnocchi di nonna Alice","Jose Pavarotti","USA",18,38.0,"Italy","Pasta Buttini s.r.l."
1233,"Escargots de Bourgogne","Jose Pavarotti","USA",12,13.25,"France","Escargots Nouveaux"
1234,"Ikura","Laurence Lebihan","France",21,31.0,"Japan","Tokyo Traders"
1235,"Flotemysost","Laurence Lebihan","France",30,21.5,"Norway","Norske Meierier"
1236,"Sir Rodney's Scones'","Sergio Gutiérrez","Argentina",5,10.0,"UK","Specialty Biscuits, Ltd."
1237,"Manjimup Dried Apples","Sergio Gutiérrez","Argentina",7,53.0,"Sydney","G'day"
1238,"Sirop d'érable'","Sergio Gutiérrez","Argentina",10,28.5,"Canada","Forêts d'érables'"
1239,"Sir Rodney's Scones'","Peter Franken","Germany",32,10.0,"UK","Specialty Biscuits, Ltd."
1240,"Tourtière","Peter Franken","Germany",15,7.45,"Canada","Ma Maison"
1241,"Gudbrandsdalsost","Peter Franken","Germany",25,36.0,"Norway","Norske Meierier"
1242,"Queso Manchego La Pastora","Philip Cramer","Germany",36,38.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1243,"Pavlova","Philip Cramer","Germany",20,17.45,"Australia","Pavlova, Ltd."
1244,"Inlagd Sill","Philip Cramer","Germany",40,19.0,"Sweden","Svensk Sjöföda AB"
1245,"Tarte au sucre","Philip Cramer","Germany",20,49.3,"Canada","Forêts d'érables'"
1246,"Carnarvon Tigers","Jaime Yorres","USA",12,62.5,"Australia","Pavlova, Ltd."
1247,"Nord-Ost Matjeshering","Jaime Yorres","USA",3,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1248,"Tourtière","Jaime Yorres","USA",40,7.45,"Canada","Ma Maison"
1249,"Steeleye Stout","Bernardo Batista","Brazil",21,18.0,"USA","Bigfoot Breweries"
1250,"Flotemysost","Bernardo Batista","Brazil",8,21.5,"Norway","Norske Meierier"
1251,"Gula Malacca","Horst Kloss","Germany",50,19.45,"Singapore","Leka Trading"
1252,"Chang","Jose Pavarotti","USA",3,19.0,"UK","Exotic Liquids"
1253,"Gorgonzola Telino","Jose Pavarotti","USA",50,12.5,"Italy","Formaggi Fortini s.r.l."
1254,"Scottish Longbreads","Jose Pavarotti","USA",45,12.5,"UK","Specialty Biscuits, Ltd."
1255,"Rhönbräu Klosterbier","Jose Pavarotti","USA",42,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1256,"Gumbär Gummibärchen","Karl Jablonski","USA",15,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1257,"Ikura","Jean Fresnière","Canada",16,31.0,"Japan","Tokyo Traders"
1258,"Sirop d'érable'","Jean Fresnière","Canada",5,28.5,"Canada","Forêts d'érables'"
1259,"Jack's New England Clam Chowder'","Aria Cruz","Brazil",12,9.65,"USA","New England Seafood Cannery"
1260,"Filo Mix","Aria Cruz","Brazil",4,7.0,"Sydney","G'day"
1261,"Pâté chinois","Aria Cruz","Brazil",6,24.0,"Canada","Ma Maison"
1262,"Chef Anton's Cajun Seasoning'","Ann Devon","UK",25,22.0,"USA","New Orleans Cajun Delights"
1263,"Queso Cabrales","Ann Devon","UK",5,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1264,"Alice Mutton","Maurizio Moroni","Italy",20,39.0,"Australia","Pavlova, Ltd."
1265,"Gnocchi di nonna Alice","Maurizio Moroni","Italy",10,38.0,"Italy","Pasta Buttini s.r.l."
1266,"Raclette Courdavault","Maurizio Moroni","Italy",10,55.0,"France","Gai pâturage"
1267,"Nord-Ost Matjeshering","Lúcia Carvalho","Brazil",15,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1268,"Boston Crab Meat","Lúcia Carvalho","Brazil",6,18.4,"USA","New England Seafood Cannery"
1269,"Pâté chinois","Lúcia Carvalho","Brazil",12,24.0,"Canada","Ma Maison"
1270,"Camembert Pierrot","Lúcia Carvalho","Brazil",15,34.0,"France","Gai pâturage"
1271,"Chai","Felipe Izquierdo","Venezuela",50,18.0,"UK","Exotic Liquids"
1272,"Sir Rodney's Scones'","Felipe Izquierdo","Venezuela",30,10.0,"UK","Specialty Biscuits, Ltd."
1273,"Valkoinen suklaa","Felipe Izquierdo","Venezuela",40,16.25,"Finland","Karkki Oy"
1274,"Pavlova","Laurence Lebihan","France",15,17.45,"Australia","Pavlova, Ltd."
1275,"Gorgonzola Telino","Laurence Lebihan","France",3,12.5,"Italy","Formaggi Fortini s.r.l."
1276,"Louisiana Fiery Hot Pepper Sauce","Laurence Lebihan","France",10,21.05,"USA","New Orleans Cajun Delights"
1277,"Sir Rodney's Scones'","Yang Wang","Switzerland",40,10.0,"UK","Specialty Biscuits, Ltd."
1278,"Manjimup Dried Apples","Yang Wang","Switzerland",30,53.0,"Sydney","G'day"
1279,"Lakkalikööri","Laurence Lebihan","France",20,18.0,"Finland","Karkki Oy"
1280,"Tofu","Christina Berglund","Sweden",16,23.25,"Japan","Mayumi's'"
1281,"Rössle Sauerkraut","Christina Berglund","Sweden",20,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1282,"Filo Mix","Christina Berglund","Sweden",25,7.0,"Sydney","G'day"
1283,"Grandma's Boysenberry Spread'","André Fonseca","Brazil",30,25.0,"USA","Grandma Kelly's Homestead'"
1284,"Nord-Ost Matjeshering","André Fonseca","Brazil",15,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1285,"Lakkalikööri","André Fonseca","Brazil",20,18.0,"Finland","Karkki Oy"
1286,"Sirop d'érable'","Jaime Yorres","USA",20,28.5,"Canada","Forêts d'érables'"
1287,"Original Frankfurter grüne Soße","Jaime Yorres","USA",2,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1288,"Louisiana Fiery Hot Pepper Sauce","Patricia McKenna","Ireland",40,21.05,"USA","New Orleans Cajun Delights"
1289,"Rhönbräu Klosterbier","Patricia McKenna","Ireland",20,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1290,"Konbu","Paul Henriot","France",4,6.0,"Japan","Mayumi's'"
1291,"Jack's New England Clam Chowder'","Paul Henriot","France",12,9.65,"USA","New England Seafood Cannery"
1292,"Pavlova","Dominique Perrier","France",3,17.45,"Australia","Pavlova, Ltd."
1293,"Inlagd Sill","Paul Henriot","France",6,19.0,"Sweden","Svensk Sjöföda AB"
1294,"Filo Mix","Paul Henriot","France",18,7.0,"Sydney","G'day"
1295,"Rössle Sauerkraut","Karl Jablonski","USA",5,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1296,"Steeleye Stout","Karl Jablonski","USA",35,18.0,"USA","Bigfoot Breweries"
1297,"Rogede sild","Karl Jablonski","USA",40,9.5,"Denmark","Lyngbysild"
1298,"Gnocchi di nonna Alice","Karl Jablonski","USA",14,38.0,"Italy","Pasta Buttini s.r.l."
1299,"Chang","Thomas Hardy","UK",15,19.0,"UK","Exotic Liquids"
1300,"Aniseed Syrup","Elizabeth Lincoln","Canada",20,10.0,"UK","Exotic Liquids"
1301,"Camembert Pierrot","Elizabeth Lincoln","Canada",50,34.0,"France","Gai pâturage"
1302,"Mozzarella di Giovanni","Elizabeth Lincoln","Canada",35,34.8,"Italy","Formaggi Fortini s.r.l."
1303,"Spegesild","Thomas Hardy","UK",28,12.0,"Denmark","Lyngbysild"
1304,"Boston Crab Meat","Palle Ibsen","Denmark",50,18.4,"USA","New England Seafood Cannery"
1305,"Carnarvon Tigers","Horst Kloss","Germany",24,62.5,"Australia","Pavlova, Ltd."
1306,"Gula Malacca","Horst Kloss","Germany",16,19.45,"Singapore","Leka Trading"
1307,"Raclette Courdavault","Horst Kloss","Germany",45,55.0,"France","Gai pâturage"
1308,"Mozzarella di Giovanni","Horst Kloss","Germany",7,34.8,"Italy","Formaggi Fortini s.r.l."
1309,"Konbu","Yang Wang","Switzerland",6,6.0,"Japan","Mayumi's'"
1310,"Singaporean Hokkien Fried Mee","Yang Wang","Switzerland",28,14.0,"Singapore","Leka Trading"
1311,"Tarte au sucre","Yang Wang","Switzerland",9,49.3,"Canada","Forêts d'érables'"
1312,"Gudbrandsdalsost","Yang Wang","Switzerland",40,36.0,"Norway","Norske Meierier"
1313,"Gorgonzola Telino","Georg Pipps","Austria",8,12.5,"Italy","Formaggi Fortini s.r.l."
1314,"Jack's New England Clam Chowder'","Georg Pipps","Austria",35,9.65,"USA","New England Seafood Cannery"
1315,"Vegie-spread","Georg Pipps","Austria",9,43.9,"Australia","Pavlova, Ltd."
1316,"Gudbrandsdalsost","Georg Pipps","Austria",30,36.0,"Norway","Norske Meierier"
1317,"Tunnbröd","Jose Pavarotti","USA",44,9.0,"Sweden","PB Knäckebröd AB"
1318,"Boston Crab Meat","Jose Pavarotti","USA",40,18.4,"USA","New England Seafood Cannery"
1319,"Gnocchi di nonna Alice","Jose Pavarotti","USA",28,38.0,"Italy","Pasta Buttini s.r.l."
1320,"Gnocchi di nonna Alice","Helen Bennett","UK",15,38.0,"Italy","Pasta Buttini s.r.l."
1321,"Raclette Courdavault","Helen Bennett","UK",6,55.0,"France","Gai pâturage"
1322,"Lakkalikööri","Helen Bennett","UK",10,18.0,"Finland","Karkki Oy"
1323,"Tofu","Pirkko Koskitalo","Finland",5,23.25,"Japan","Mayumi's'"
1324,"Rogede sild","Pirkko Koskitalo","Finland",40,9.5,"Denmark","Lyngbysild"
1325,"Raclette Courdavault","Pirkko Koskitalo","Finland",25,55.0,"France","Gai pâturage"
1326,"Gumbär Gummibärchen","Michael Holz","Switzerland",12,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1327,"Nord-Ost Matjeshering","Michael Holz","Switzerland",30,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1328,"Valkoinen suklaa","Michael Holz","Switzerland",20,16.25,"Finland","Karkki Oy"
1329,"Röd Kaviar","Michael Holz","Switzerland",15,15.0,"Sweden","Svensk Sjöföda AB"
1330,"Chai","Simon Crowther","UK",8,18.0,"UK","Exotic Liquids"
1331,"Gudbrandsdalsost","Simon Crowther","UK",3,36.0,"Norway","Norske Meierier"
1332,"Rogede sild","Paolo Accorti","Italy",4,9.5,"Denmark","Lyngbysild"
1333,"Longlife Tofu","Paolo Accorti","Italy",5,10.0,"Japan","Tokyo Traders"
1334,"Boston Crab Meat","Giovanni Rovelli","Italy",3,18.4,"USA","New England Seafood Cannery"
1335,"Zaanse koeken","Laurence Lebihan","France",30,9.5,"Netherlands","Zaanse Snoepfabriek"
1336,"Gnocchi di nonna Alice","Laurence Lebihan","France",30,38.0,"Italy","Pasta Buttini s.r.l."
1337,"Ravioli Angelo","Laurence Lebihan","France",14,19.5,"Italy","Pasta Buttini s.r.l."
1338,"Gudbrandsdalsost","Laurence Lebihan","France",25,36.0,"Norway","Norske Meierier"
1339,"Carnarvon Tigers","Art Braunschweiger","USA",21,62.5,"Australia","Pavlova, Ltd."
1340,"Inlagd Sill","Art Braunschweiger","USA",20,19.0,"Sweden","Svensk Sjöföda AB"
1341,"Scottish Longbreads","Art Braunschweiger","USA",6,12.5,"UK","Specialty Biscuits, Ltd."
1342,"Gudbrandsdalsost","Art Braunschweiger","USA",20,36.0,"Norway","Norske Meierier"
1343,"Sasquatch Ale","Jose Pavarotti","USA",30,14.0,"USA","Bigfoot Breweries"
